elapsed_s,rvl,rrf,rta,rpl,rgl,rhm,rgm,rhl
64.39175,307,0,364,285,-521,-163,-903,-435
64.39225,307,0,364,285,-521,-163,-903,-435
64.39275,307,-1,364,285,-520,-163,-903,-435
64.39325,307,0,364,285,-521,-163,-903,-435
64.39385,307,0,364,285,-521,-164,-903,-435
64.39435,307,1,365,285,-521,-164,-903,-435
64.39485,306,0,364,285,-521,-164,-903,-435
64.39535,306,0,364,285,-521,-164,-903,-435
64.39585,306,0,364,285,-521,-163,-903,-434
64.39635,307,0,364,285,-521,-163,-903,-435
64.39685,306,0,364,285,-521,-163,-903,-434
64.39735,307,0,364,285,-521,-163,-903,-435
64.39785,306,1,365,285,-521,-164,-903,-435
64.39835,306,0,364,285,-521,-164,-903,-435
64.39885,306,0,364,285,-521,-164,-903,-435
64.39935,306,0,364,285,-521,-163,-903,-435
64.39985,306,0,364,285,-521,-163,-903,-435
64.40035,306,1,364,285,-521,-163,-903,-434
64.40085,306,0,364,285,-521,-163,-903,-434
64.40135,306,0,364,285,-521,-163,-903,-434
64.40185,306,1,364,285,-521,-163,-903,-434
64.40235,306,1,364,285,-521,-163,-903,-434
64.40285,306,1,364,285,-521,-162,-903,-434
64.40335,306,1,364,285,-521,-163,-903,-434
64.40385,306,1,364,285,-521,-163,-903,-434
64.40435,306,0,364,285,-521,-164,-903,-435
64.404854,306,0,364,285,-521,-164,-903,-435
64.40535,306,0,364,284,-520,-165,-903,-436
64.40585,307,0,364,285,-521,-165,-903,-436
64.40635,307,0,364,284,-521,-164,-903,-436
64.40685,307,0,365,285,-521,-164,-903,-436
64.40735,307,0,364,285,-521,-163,-903,-435
64.40785,306,0,364,285,-521,-163,-903,-435
64.40835,306,0,365,285,-521,-163,-903,-434
64.40885,306,0,364,285,-521,-163,-903,-435
64.40935,306,0,364,285,-521,-163,-903,-435
64.40985,307,0,364,285,-520,-163,-903,-435
64.41035,307,0,364,285,-521,-163,-903,-435
64.41085,306,0,364,285,-521,-163,-903,-435
64.41135,306,0,364,285,-521,-164,-903,-435
64.41185,307,0,364,285,-521,-164,-903,-435
64.41235,307,0,364,285,-520,-164,-903,-436
64.41285,307,0,364,285,-521,-164,-903,-436
64.41335,307,0,364,285,-521,-164,-903,-435
64.41385,307,0,364,285,-521,-165,-903,-435
64.41435,307,0,364,285,-520,-164,-903,-435
64.41485,306,0,364,285,-521,-164,-903,-435
64.41535,306,0,364,284,-521,-164,-903,-435
64.41585,306,0,364,285,-521,-164,-903,-435
64.41635,306,0,364,285,-521,-164,-903,-435
64.41685,307,0,364,284,-521,-164,-903,-435
64.41735,306,0,365,285,-521,-164,-903,-435
64.41785,307,0,364,285,-521,-164,-903,-435
64.41835,307,0,365,285,-521,-164,-903,-435
64.41885,306,0,364,285,-521,-164,-903,-435
64.41935,307,0,364,284,-521,-164,-903,-435
64.41985,306,0,364,285,-521,-164,-903,-435
64.42035,307,0,364,285,-521,-164,-903,-435
64.42085,307,0,364,285,-521,-164,-903,-435
64.42135,306,0,364,285,-521,-164,-903,-435
64.42185,306,0,364,285,-521,-164,-903,-435
64.42235,306,0,364,285,-521,-164,-903,-435
64.42285,306,0,364,285,-521,-163,-903,-435
64.42335,306,0,364,285,-521,-163,-903,-434
64.42385,306,0,364,285,-521,-164,-902,-434
64.42435,306,1,364,285,-521,-163,-903,-434
64.42485,306,0,364,285,-521,-163,-903,-435
64.42535,306,0,364,285,-521,-164,-903,-434
64.42585,306,1,364,285,-521,-164,-903,-434
64.42635,306,0,364,285,-521,-164,-903,-435
64.42685,306,0,364,285,-521,-164,-903,-435
64.42735,307,0,364,285,-521,-164,-903,-435
64.42785,306,0,365,285,-521,-164,-903,-435
64.42835,306,0,364,285,-520,-163,-903,-435
64.42885,306,0,364,285,-521,-164,-903,-435
64.42935,306,1,364,285,-521,-164,-903,-435
64.42985,306,0,364,284,-521,-164,-903,-435
64.43035,307,1,365,285,-521,-164,-903,-435
64.43085,306,0,364,285,-521,-164,-903,-435
64.43135,306,0,364,285,-521,-163,-903,-435
64.43185,306,0,365,285,-521,-164,-903,-435
64.43235,306,0,364,285,-521,-163,-903,-435
64.43285,306,0,364,285,-521,-164,-903,-435
64.43335,307,0,364,285,-521,-163,-903,-435
64.43385,306,0,364,285,-521,-163,-903,-435
64.43435,306,0,364,285,-521,-164,-903,-435
64.43485,306,0,364,285,-520,-163,-903,-435
64.43535,307,0,364,285,-521,-164,-903,-435
64.43585,307,0,364,285,-521,-164,-903,-435
64.43635,307,0,364,285,-521,-164,-903,-436
64.43685,307,0,364,285,-521,-164,-903,-435
64.43735,307,0,365,285,-521,-163,-903,-435
64.43785,307,0,364,285,-520,-164,-903,-435
64.43835,306,0,365,285,-521,-164,-903,-435
64.43885,307,0,364,285,-521,-164,-903,-435
64.43935,307,0,365,285,-521,-164,-903,-435
64.43985,307,0,364,285,-521,-164,-903,-435
64.44035,307,0,364,285,-521,-164,-903,-435
64.44085,307,0,364,285,-520,-164,-903,-435
64.44135,307,0,364,285,-521,-164,-903,-435
64.44185,306,0,364,285,-520,-164,-903,-435
64.44235,306,0,364,285,-521,-164,-903,-435
64.44285,307,0,364,285,-521,-164,-903,-435
64.44335,306,0,364,285,-521,-164,-903,-435
64.44385,306,0,364,285,-521,-164,-903,-435
64.44435,306,1,364,285,-521,-164,-903,-435
64.44485,306,0,364,285,-521,-163,-903,-435
64.44535,307,0,364,285,-520,-164,-903,-435
64.44585,307,0,364,285,-521,-163,-903,-435
64.44635,307,0,364,285,-521,-163,-903,-435
64.44685,307,0,364,285,-521,-163,-902,-435
64.44735,306,0,364,285,-521,-163,-903,-435
64.44785,306,0,365,285,-521,-164,-902,-435
64.44835,306,0,364,285,-521,-164,-903,-435
64.44885,307,0,365,285,-521,-164,-902,-435
64.44935,306,0,364,285,-521,-163,-902,-435
64.44985,307,0,364,285,-521,-164,-902,-435
64.45035,306,1,364,285,-521,-164,-903,-435
64.45085,307,0,365,285,-521,-164,-903,-435
64.45135,306,0,364,285,-521,-164,-903,-435
64.45185,306,0,364,285,-521,-164,-903,-435
64.45235,306,0,365,285,-521,-164,-904,-435
64.45285,306,0,364,285,-521,-164,-903,-435
64.45335,306,0,364,285,-521,-163,-903,-435
64.45385,306,0,364,285,-521,-163,-903,-434
64.45435,307,0,364,285,-521,-163,-903,-434
64.45485,306,0,364,285,-521,-163,-903,-435
64.45535,306,0,364,285,-521,-163,-903,-434
64.45585,306,0,364,285,-521,-163,-903,-434
64.45635,306,0,364,285,-522,-163,-902,-435
64.45685,307,1,364,285,-522,-163,-902,-435
64.45735,307,0,364,285,-522,-163,-902,-435
64.45785,307,0,364,285,-522,-164,-902,-435
64.45835,306,0,364,285,-522,-164,-902,-435
64.45885,307,0,364,285,-522,-163,-903,-435
64.45935,306,0,364,285,-522,-163,-902,-435
64.45985,306,0,364,285,-522,-163,-902,-435
64.46035,307,0,364,285,-521,-163,-903,-435
64.46085,307,0,364,285,-521,-163,-903,-434
64.46135,307,0,365,285,-521,-163,-903,-434
64.46185,306,0,364,285,-521,-164,-903,-435
64.46235,306,1,364,285,-521,-164,-903,-435
64.46285,306,0,364,285,-521,-163,-903,-434
64.46335,306,0,364,285,-521,-163,-903,-434
64.46385,307,0,364,285,-522,-162,-902,-434
64.46435,307,0,364,285,-521,-163,-903,-434
64.46485,306,0,364,285,-521,-163,-903,-434
64.46535,306,0,364,285,-521,-163,-903,-435
64.46585,306,0,364,285,-520,-164,-903,-435
64.46635,306,0,365,285,-520,-164,-903,-435
64.46685,307,0,365,285,-520,-164,-903,-435
64.467354,306,1,365,285,-520,-164,-903,-435
64.46785,307,0,365,285,-520,-164,-903,-435
64.46835,307,0,365,285,-521,-164,-903,-435
64.46885,307,0,364,285,-521,-164,-903,-435
64.46935,307,0,365,285,-521,-163,-903,-435
64.46985,307,0,364,285,-521,-163,-903,-435
64.47035,306,0,364,285,-521,-164,-903,-435
64.47085,307,0,364,285,-520,-164,-903,-435
64.47135,306,0,364,286,-521,-164,-903,-435
64.47185,307,0,364,285,-520,-164,-903,-435
64.47235,306,0,364,285,-521,-164,-903,-435
64.47285,307,0,364,285,-521,-163,-903,-435
64.47335,307,0,364,285,-521,-163,-903,-435
64.47385,307,0,364,285,-521,-164,-903,-435
