elapsed_s,lhl,lhm,lgm,lgl,lpl,lrf,lta,lvl
84.12925,288,1,1,785,-150,1008,-548,-255
84.12975,287,1,2,785,-150,1008,-548,-255
84.13025,287,2,3,785,-150,1008,-548,-255
84.13075,288,1,2,784,-149,1008,-548,-255
84.13135,287,1,3,784,-148,1008,-548,-255
84.13185,287,1,3,785,-149,1008,-549,-255
84.13235,287,1,3,783,-148,1008,-548,-255
84.13285,287,1,3,783,-148,1008,-549,-256
84.13335,288,1,3,783,-149,1008,-548,-255
84.13385,288,1,3,784,-150,1008,-548,-256
84.13435,287,1,3,784,-150,1008,-548,-255
84.13485,288,1,2,785,-150,1008,-548,-256
84.13535,287,1,2,785,-150,1008,-549,-256
84.13585,288,1,3,784,-152,1008,-549,-256
84.13635,287,1,2,784,-151,1008,-549,-256
84.13685,287,1,2,784,-150,1008,-549,-256
84.13735,288,1,2,784,-149,1007,-549,-257
84.13785,287,1,3,784,-149,1007,-548,-257
84.13835,287,1,2,785,-150,1007,-548,-257
84.13885,287,1,2,785,-150,1007,-548,-257
84.13935,288,1,2,785,-151,1007,-548,-257
84.13985,287,1,2,785,-150,1007,-548,-257
84.14035,288,1,2,785,-150,1007,-548,-257
84.14085,288,1,2,785,-150,1007,-548,-257
84.14135,287,1,1,785,-150,1008,-548,-256
84.14185,288,1,2,785,-150,1007,-548,-256
84.14235,288,1,2,785,-151,1008,-548,-255
84.14285,288,1,2,785,-150,1008,-548,-256
84.14335,287,1,2,784,-150,1007,-548,-255
84.14385,288,1,2,784,-150,1007,-548,-255
84.14435,288,1,2,784,-149,1008,-548,-255
84.14485,287,1,2,784,-150,1008,-548,-255
84.14535,287,1,2,784,-149,1008,-548,-255
84.14585,288,1,3,784,-149,1008,-548,-255
84.14635,287,1,4,784,-148,1008,-549,-254
84.14685,287,1,4,784,-148,1009,-548,-255
84.14735,287,2,3,784,-148,1008,-549,-254
84.14785,287,2,2,784,-148,1008,-549,-254
84.14835,287,1,2,785,-150,1008,-549,-254
84.14885,287,1,1,785,-151,1008,-549,-255
84.14935,287,1,2,785,-151,1008,-548,-255
84.14985,287,1,1,785,-150,1008,-548,-256
84.15035,287,1,1,785,-150,1008,-548,-256
84.15085,287,1,0,785,-150,1008,-548,-257
84.15135,287,1,0,786,-149,1008,-548,-256
84.15185,287,1,0,785,-148,1008,-548,-256
84.15235,288,1,1,784,-149,1009,-548,-256
84.15285,288,1,2,784,-149,1008,-548,-256
84.15335,288,1,2,783,-150,1008,-548,-256
84.15385,287,1,3,784,-150,1009,-548,-256
84.15435,287,1,2,785,-150,1008,-548,-256
84.15485,288,1,2,785,-149,1008,-548,-255
84.15535,287,1,2,785,-149,1008,-548,-255
84.15585,288,1,3,786,-150,1008,-547,-255
84.15635,288,1,3,786,-151,1008,-548,-254
84.15685,287,1,3,786,-151,1007,-547,-254
84.15735,287,1,2,786,-152,1008,-547,-254
84.15785,288,1,2,786,-151,1007,-548,-254
84.15835,287,1,2,784,-151,1008,-548,-254
84.15885,287,1,3,784,-150,1007,-548,-254
84.15935,287,1,3,784,-149,1008,-548,-255
84.15985,287,1,3,784,-149,1008,-548,-255
84.16035,287,1,3,784,-149,1008,-549,-255
84.16085,287,2,2,784,-149,1008,-549,-255
84.16135,287,1,2,784,-149,1008,-548,-256
84.16185,287,1,2,785,-150,1008,-548,-257
84.16235,288,1,2,784,-149,1008,-549,-257
84.16285,288,1,3,784,-147,1008,-549,-257
84.16335,287,1,3,783,-147,1008,-549,-258
84.16385,288,1,3,784,-148,1008,-549,-259
84.16435,288,1,3,784,-149,1008,-549,-259
84.16485,287,1,3,784,-148,1008,-549,-259
84.16535,288,1,3,785,-149,1008,-549,-259
84.16585,288,1,3,785,-149,1008,-548,-259
84.16635,288,1,3,784,-149,1008,-549,-259
84.16685,287,1,3,784,-149,1008,-549,-258
84.16735,287,1,3,784,-149,1009,-549,-258
84.16785,287,1,3,784,-149,1009,-549,-258
84.16835,288,1,2,785,-148,1008,-548,-258
84.168846,287,1,3,785,-148,1009,-549,-258
84.16935,288,1,2,785,-148,1009,-548,-257
84.16985,288,1,3,785,-148,1010,-548,-257
84.17035,287,1,3,784,-147,1010,-548,-257
84.17085,287,1,3,784,-148,1010,-549,-256
84.17135,288,1,3,784,-147,1010,-549,-255
84.17185,287,1,3,784,-148,1010,-549,-255
84.17235,287,1,4,784,-148,1010,-549,-255
84.17285,288,1,3,783,-149,1009,-549,-255
84.17335,287,1,3,784,-151,1009,-549,-256
84.17385,288,1,3,785,-151,1008,-549,-256
84.17435,287,1,2,785,-152,1008,-548,-256
84.17485,288,1,2,786,-151,1007,-548,-256
84.17535,287,1,2,785,-151,1006,-548,-255
84.17585,287,1,2,786,-151,1007,-548,-256
84.17635,288,1,3,786,-151,1007,-548,-256
84.17685,287,1,2,785,-151,1007,-548,-256
84.17735,287,1,2,786,-150,1007,-548,-256
84.17785,288,1,2,786,-150,1008,-549,-256
84.17835,287,1,2,785,-149,1008,-548,-256
84.17885,288,1,2,785,-149,1008,-549,-256
84.17935,288,1,3,785,-150,1008,-548,-256
84.17985,287,0,4,784,-149,1008,-549,-256
84.18035,287,1,4,785,-150,1008,-549,-256
84.18085,288,1,3,785,-150,1008,-548,-256
84.18135,288,1,2,786,-150,1008,-548,-256
84.18185,288,1,1,786,-150,1008,-548,-256
84.18235,287,1,1,785,-150,1008,-548,-256
84.18285,288,1,2,786,-150,1008,-548,-256
84.18335,287,1,2,786,-149,1008,-548,-256
