elapsed_s,lhl,lhm,lgm,lgl,lpl,lrf,lta,lvl
671.2983,40,-61,-315,189,-173,144,769,57
671.2988,40,-61,-314,188,-173,144,769,56
671.2993,40,-61,-312,187,-173,143,769,57
671.2998,40,-61,-312,188,-173,143,769,57
671.3003,40,-61,-314,188,-174,144,769,57
671.3008,40,-62,-314,189,-174,144,769,57
671.3013,41,-62,-315,190,-174,143,769,58
671.3018,41,-63,-315,190,-174,144,770,57
671.3023,41,-62,-315,190,-174,144,770,57
671.3028,41,-62,-315,189,-174,144,769,58
671.3033,41,-62,-316,189,-174,144,769,57
671.3038,41,-62,-315,188,-174,143,769,57
671.3043,41,-61,-315,188,-173,143,770,57
671.3048,40,-62,-315,188,-174,143,770,57
671.3053,40,-62,-315,188,-174,143,770,57
671.3058,40,-61,-315,189,-174,143,770,57
671.3063,40,-61,-315,188,-174,143,770,57
671.3068,40,-61,-315,189,-174,144,770,57
671.3073,40,-61,-315,188,-173,143,769,57
671.3078,40,-61,-316,189,-173,144,769,57
671.3083,40,-61,-316,189,-173,144,769,57
671.3088,40,-61,-316,190,-173,144,769,57
671.3093,40,-61,-316,189,-174,144,769,57
671.3098,40,-61,-316,190,-174,144,769,57
671.3103,40,-61,-317,190,-174,144,770,57
671.3108,40,-61,-317,190,-174,144,770,57
671.3113,40,-63,-316,190,-174,143,770,57
671.3118,41,-63,-315,188,-174,143,769,57
671.3123,41,-63,-313,187,-174,143,768,57
671.3128,41,-63,-313,187,-174,144,768,57
671.3133,40,-62,-313,187,-174,143,769,57
671.3138,40,-63,-314,188,-174,143,770,57
671.3143,40,-61,-313,188,-174,143,770,57
671.3148,39,-60,-314,188,-174,144,770,57
671.3153,38,-59,-314,188,-174,143,770,57
671.3159,39,-60,-314,188,-174,144,769,57
671.3164,40,-61,-314,188,-174,144,769,57
671.3169,40,-63,-315,188,-174,144,769,57
671.3174,41,-63,-315,189,-174,144,769,58
671.3179,41,-63,-315,189,-174,143,769,57
671.3184,41,-63,-316,190,-174,144,769,57
671.3189,41,-63,-315,189,-174,143,769,57
671.3194,41,-62,-315,189,-174,143,768,57
671.3199,40,-61,-315,189,-174,144,768,57
671.3204,39,-60,-315,188,-174,143,768,57
671.3209,39,-60,-316,189,-174,143,768,57
671.3214,40,-60,-316,189,-174,144,769,57
671.3219,40,-60,-315,188,-174,143,768,57
671.3224,40,-60,-315,188,-174,143,769,57
671.3229,41,-60,-315,189,-174,143,769,57
671.3234,41,-60,-315,189,-174,144,770,57
671.3239,40,-60,-314,189,-174,144,770,57
671.3244,40,-61,-314,188,-174,144,770,58
671.3249,40,-61,-314,189,-174,144,770,58
671.3254,40,-61,-315,189,-174,144,770,57
671.3259,40,-61,-315,189,-174,144,770,58
671.3264,40,-61,-315,189,-174,144,770,57
671.3269,40,-61,-316,190,-174,144,770,58
671.3274,40,-61,-317,190,-174,144,770,58
671.3279,40,-61,-317,191,-175,143,770,57
671.3284,40,-61,-317,191,-174,143,770,57
671.3289,41,-61,-317,191,-174,143,770,57
671.3294,40,-61,-316,190,-174,143,770,56
671.3299,40,-61,-316,190,-174,143,770,57
671.3304,40,-61,-314,189,-174,143,770,57
671.3309,40,-61,-314,188,-173,143,769,57
